party_identifier,event_count,rera_complaint_count,mutation_rejection_count,cpgrams_escalation_count,cersai_flag_count,avg_days_between_events,multi_portal_escalation_score,events_last_30_days,events_last_60_days,state,district,predicted_dispute_type,label
PID-53910,6,0,0,1,0,10.6,0.6,2,4,Punjab,Chandigarh,other_civil,1
PID-78260,2,0,1,0,0,75.0,0.2,1,1,Tamil Nadu,Tiruchirappalli,property_ownership,0
PID-16371,3,1,0,0,1,24.0,0.6,1,2,Andhra Pradesh,Tirupati,rent_tenancy,1
PID-27436,2,1,1,0,0,87.0,0.4,1,1,Maharashtra,Nagpur,property_ownership,0
PID-74671,5,0,0,1,2,13.5,0.8,1,4,Rajasthan,Jaipur,consumer,1
PID-80016,7,1,0,0,0,14.7,1.0,2,4,Karnataka,Mysuru,property_boundary,1
PID-66045,1,0,0,0,0,999,0.2,1,1,Punjab,Jalandhar,contract_breach,0
PID-90295,5,0,0,3,0,12.8,0.4,2,4,Delhi,East Delhi,neighbourhood,1
PID-49866,1,0,0,0,0,999,0.2,1,1,Andhra Pradesh,Nellore,neighbourhood,0
PID-45840,1,0,0,0,0,999,0.2,1,1,Telangana,Nizamabad,rent_tenancy,0
PID-90117,7,1,1,1,1,11.7,1.0,1,5,Delhi,West Delhi,property_boundary,1
PID-68925,2,1,0,1,0,61.0,0.4,1,1,Madhya Pradesh,Ujjain,rent_tenancy,0
PID-55838,7,1,1,2,0,18.0,0.8,1,2,Uttar Pradesh,Noida,property_ownership,1
PID-46356,8,2,1,1,0,14.0,0.6,3,5,Andhra Pradesh,Tirupati,rent_tenancy,1
PID-78960,3,2,0,0,0,62.0,0.4,1,1,Gujarat,Ahmedabad,property_boundary,0
PID-36518,3,1,1,0,0,61.5,0.6,1,2,Kerala,Kozhikode,property_boundary,0
PID-12060,1,0,0,0,0,999,0.2,1,1,Maharashtra,Thane,property_boundary,0
PID-46390,3,0,0,0,1,12.0,0.4,2,3,Maharashtra,Pune,family_inheritance,1
PID-38913,5,0,0,1,1,13.8,0.6,2,4,Rajasthan,Kota,neighbourhood,1
PID-86380,2,0,1,0,0,59.0,0.4,1,2,Punjab,Amritsar,property_ownership,0
PID-88673,3,0,0,1,0,20.5,0.6,2,3,Delhi,East Delhi,neighbourhood,1
PID-25187,2,0,0,0,0,30.0,0.4,1,2,Andhra Pradesh,Vijayawada,property_boundary,0
PID-40107,1,0,0,0,0,999,0.2,1,1,Telangana,Warangal,rent_tenancy,0
PID-71994,4,2,1,0,0,16.0,0.6,1,3,Karnataka,Belagavi,property_boundary,1
PID-30941,8,1,0,1,0,11.1,1.0,1,2,Rajasthan,Udaipur,rent_tenancy,1
PID-46694,1,1,0,0,0,999,0.2,1,1,Haryana,Panipat,property_ownership,0
PID-29268,2,0,0,0,0,36.0,0.4,1,2,Madhya Pradesh,Jabalpur,property_boundary,0
PID-63373,7,2,0,1,0,12.5,1.0,1,2,Telangana,Warangal,property_boundary,1
PID-25121,3,0,1,0,0,76.0,0.6,1,1,Tamil Nadu,Coimbatore,property_boundary,0
PID-45822,7,1,2,1,2,16.7,1.0,2,3,Karnataka,Hubli-Dharwad,rent_tenancy,1
PID-89054,3,0,2,0,0,45.0,0.6,1,1,West Bengal,Asansol,property_ownership,0
PID-16973,3,0,0,0,2,5.5,0.4,3,3,Madhya Pradesh,Gwalior,money_loan,1
PID-70497,8,0,0,2,1,16.7,0.8,1,4,Karnataka,Mangaluru,other_civil,1
PID-62948,2,1,0,0,0,32.0,0.4,1,2,Karnataka,Mysuru,rent_tenancy,0
PID-49182,3,1,0,0,1,14.5,0.6,1,3,Telangana,Nizamabad,property_boundary,1
PID-75506,2,0,0,0,0,38.0,0.2,1,2,Rajasthan,Udaipur,neighbourhood,0
PID-28997,4,0,0,0,2,14.3,0.4,3,4,Karnataka,Hubli-Dharwad,other_civil,1
PID-32457,4,1,0,0,0,12.3,0.6,3,4,West Bengal,Asansol,property_boundary,1
PID-43414,5,0,0,0,2,13.0,0.6,3,5,Delhi,Central Delhi,property_ownership,1
PID-66625,3,1,0,0,0,37.5,0.6,1,1,Kerala,Kochi,rent_tenancy,0
PID-68008,3,0,1,0,1,55.5,0.6,1,1,Rajasthan,Udaipur,property_ownership,0
PID-69291,7,2,0,3,1,11.0,0.8,4,5,Gujarat,Vadodara,rent_tenancy,1
PID-83955,6,2,1,0,0,13.2,0.6,3,5,Tamil Nadu,Chennai,rent_tenancy,1
PID-93545,2,0,1,0,0,36.0,0.2,1,1,Tamil Nadu,Tiruchirappalli,property_ownership,0
PID-25590,1,0,0,0,0,999,0.2,1,1,Andhra Pradesh,Vijayawada,money_loan,0
PID-31095,1,0,0,0,0,999,0.2,1,1,Kerala,Kozhikode,other_civil,0
PID-12335,1,1,0,0,0,999,0.2,1,1,Maharashtra,Pune,property_boundary,0
PID-41302,4,0,0,0,2,15.0,0.6,2,4,Karnataka,Mangaluru,property_ownership,1
PID-21570,3,0,0,0,1,23.0,0.6,1,2,Delhi,Central Delhi,family_inheritance,1
PID-66569,2,0,0,0,0,72.0,0.4,1,1,Punjab,Chandigarh,consumer,0
PID-30107,1,0,0,0,0,999,0.2,1,1,Delhi,Central Delhi,contract_breach,0
PID-65023,8,0,2,1,0,10.7,0.6,1,4,Karnataka,Mysuru,property_boundary,1
PID-71263,3,2,0,0,1,7.0,0.4,2,3,Haryana,Karnal,rent_tenancy,1
PID-79990,8,2,2,0,1,12.7,1.0,2,4,Tamil Nadu,Tiruchirappalli,property_ownership,1
PID-91200,4,1,1,0,0,13.7,0.8,1,4,West Bengal,Durgapur,property_boundary,1
PID-78325,1,0,0,0,0,999,0.2,1,1,Kerala,Kochi,neighbourhood,0
PID-91714,8,4,0,0,0,13.4,0.8,1,3,Kerala,Kozhikode,property_boundary,1
PID-82291,8,2,1,1,0,12.6,1.0,4,5,West Bengal,Siliguri,property_boundary,1
PID-74825,3,1,0,0,0,54.0,0.6,1,2,Telangana,Warangal,property_ownership,0
PID-34873,4,0,1,1,0,12.3,0.6,2,4,Tamil Nadu,Salem,rent_tenancy,1
PID-67033,8,3,1,0,1,13.3,0.8,2,3,Punjab,Amritsar,rent_tenancy,1
PID-51413,3,2,0,0,1,61.5,0.4,1,2,Rajasthan,Kota,property_boundary,0
PID-15927,8,1,0,0,1,16.6,1.0,1,3,Karnataka,Mysuru,property_boundary,1
PID-96204,2,0,0,0,1,30.0,0.4,1,2,Tamil Nadu,Coimbatore,neighbourhood,0
PID-34486,2,0,0,0,0,52.0,0.4,1,1,Rajasthan,Ajmer,contract_breach,0
PID-31996,3,0,1,0,0,38.5,0.2,1,1,Madhya Pradesh,Bhopal,rent_tenancy,0
PID-25769,8,1,0,0,1,13.9,0.8,2,5,Haryana,Ambala,rent_tenancy,1
PID-80432,2,0,0,0,1,31.0,0.2,1,2,Maharashtra,Thane,employment,0
PID-65470,3,1,0,0,0,50.5,0.6,1,2,Andhra Pradesh,Guntur,property_ownership,0
PID-52155,3,1,0,0,0,87.0,0.4,1,1,Maharashtra,Pune,property_boundary,0
PID-33070,3,1,0,1,1,74.0,0.6,1,1,Punjab,Chandigarh,property_boundary,0
PID-44910,1,0,0,1,0,999,0.2,1,1,Uttar Pradesh,Noida,consumer,0
PID-78978,2,0,0,1,0,49.0,0.2,1,2,Bihar,Patna,other_civil,0
PID-11461,7,1,0,2,1,12.3,1.0,1,4,Andhra Pradesh,Guntur,property_ownership,1
PID-28111,6,0,0,1,1,21.6,0.4,2,3,Kerala,Kochi,neighbourhood,1
PID-94887,1,1,0,0,0,999,0.2,1,1,Gujarat,Vadodara,property_boundary,0
PID-60871,2,0,0,0,0,62.0,0.4,1,1,Maharashtra,Nagpur,contract_breach,0
PID-66372,5,0,0,0,1,9.5,0.6,4,5,Madhya Pradesh,Jabalpur,rent_tenancy,1
PID-52988,2,0,1,0,1,67.0,0.2,1,1,Andhra Pradesh,Vijayawada,property_ownership,0
PID-11823,3,0,0,1,0,7.5,0.4,3,3,Telangana,Khammam,neighbourhood,1
PID-79072,2,0,0,0,0,65.0,0.2,1,1,Madhya Pradesh,Indore,property_ownership,0
PID-31033,1,0,0,0,0,999,0.2,1,1,Tamil Nadu,Tiruchirappalli,consumer,0
PID-63043,2,0,0,1,0,35.0,0.4,1,1,Maharashtra,Thane,consumer,0
PID-57717,2,0,0,1,0,83.0,0.4,1,1,Maharashtra,Thane,consumer,0
PID-99977,1,1,0,0,0,999,0.2,1,1,Kerala,Thiruvananthapuram,property_boundary,0
PID-95282,1,1,0,0,0,999,0.2,1,1,Gujarat,Ahmedabad,property_ownership,0
PID-83705,3,0,1,0,1,13.5,0.4,1,3,Andhra Pradesh,Vijayawada,rent_tenancy,1
PID-27537,3,0,1,0,1,70.0,0.4,1,1,Telangana,Warangal,property_ownership,0
PID-26622,5,1,0,2,0,11.8,0.8,2,3,Punjab,Amritsar,rent_tenancy,1
PID-52297,2,1,0,0,0,40.0,0.4,1,1,West Bengal,Siliguri,property_ownership,0
PID-15916,1,0,1,0,0,999,0.2,1,1,Gujarat,Rajkot,property_ownership,0
PID-95387,3,0,0,2,0,55.0,0.4,1,2,Uttar Pradesh,Agra,other_civil,0
PID-71535,3,0,0,2,0,65.0,0.6,1,2,Tamil Nadu,Chennai,neighbourhood,0
PID-42231,7,2,0,0,2,13.2,0.8,1,4,Haryana,Gurugram,rent_tenancy,1
PID-91368,2,0,0,0,0,82.0,0.4,1,1,Bihar,Gaya,money_loan,0
PID-99027,8,1,0,0,2,12.6,1.0,2,4,West Bengal,Siliguri,property_boundary,1
PID-93361,2,2,0,0,0,33.0,0.2,1,2,Bihar,Gaya,property_ownership,0
PID-84806,1,1,0,0,0,999,0.2,1,1,Gujarat,Ahmedabad,property_boundary,0
PID-88212,2,0,0,0,0,41.0,0.4,1,1,Madhya Pradesh,Indore,rent_tenancy,0
PID-21809,3,0,0,0,1,54.5,0.6,1,1,Karnataka,Hubli-Dharwad,family_inheritance,0
PID-19038,7,0,0,1,0,17.3,0.6,1,2,Andhra Pradesh,Guntur,consumer,1
PID-60142,2,1,0,1,0,74.0,0.4,1,1,Punjab,Ludhiana,property_ownership,0
PID-13689,3,1,0,0,0,44.5,0.6,1,2,Bihar,Patna,property_boundary,0
PID-61384,1,0,1,0,0,999,0.2,1,1,Gujarat,Gandhinagar,rent_tenancy,0
PID-19310,1,1,0,0,0,999,0.2,1,1,Telangana,Nizamabad,rent_tenancy,0
PID-43263,5,0,1,1,0,11.5,0.6,2,5,West Bengal,Durgapur,rent_tenancy,1
PID-73680,3,1,1,0,0,13.5,0.4,2,3,Andhra Pradesh,Visakhapatnam,property_boundary,1
PID-13227,2,1,0,0,0,53.0,0.4,1,1,Bihar,Bhagalpur,rent_tenancy,0
PID-74922,7,2,1,1,0,15.3,0.8,3,4,Telangana,Khammam,property_ownership,1
PID-91678,5,2,1,1,0,19.5,0.6,1,3,Andhra Pradesh,Guntur,property_ownership,1
PID-79248,5,3,1,0,0,13.2,0.4,2,4,Uttar Pradesh,Varanasi,property_boundary,1
PID-15307,3,2,0,0,0,50.0,0.4,1,1,Haryana,Karnal,property_boundary,0
PID-86100,1,0,1,0,0,999,0.2,1,1,Bihar,Muzaffarpur,property_ownership,0
PID-15209,3,0,0,1,1,60.0,0.4,1,2,Karnataka,Hubli-Dharwad,consumer,0
PID-50489,1,0,0,0,0,999,0.2,1,1,Karnataka,Belagavi,consumer,0
PID-35775,8,2,2,0,0,16.1,1.0,1,3,Delhi,South Delhi,rent_tenancy,1
PID-60898,2,1,0,0,0,61.0,0.4,1,1,Andhra Pradesh,Visakhapatnam,property_ownership,0
PID-52751,3,2,0,0,0,59.5,0.4,1,2,Tamil Nadu,Tiruchirappalli,property_boundary,0
PID-98428,3,1,0,0,0,61.5,0.4,1,1,Kerala,Kannur,property_ownership,0
PID-62453,4,2,0,0,0,13.3,0.4,2,4,Bihar,Muzaffarpur,property_ownership,1
PID-62935,1,1,0,0,0,999,0.2,1,1,Haryana,Ambala,property_ownership,0
PID-89840,8,1,0,0,1,11.4,1.0,3,5,Andhra Pradesh,Visakhapatnam,property_boundary,1
PID-49860,7,3,0,2,0,16.3,0.8,1,4,Bihar,Muzaffarpur,property_ownership,1
PID-82575,2,0,0,0,0,72.0,0.4,1,1,Telangana,Khammam,property_boundary,0
PID-57536,1,0,0,1,0,999,0.2,1,1,Telangana,Khammam,neighbourhood,0
PID-48940,2,0,0,0,0,80.0,0.2,1,1,Kerala,Kozhikode,family_inheritance,0
PID-68861,2,0,0,1,0,67.0,0.4,1,1,Gujarat,Rajkot,consumer,0
PID-98349,1,0,0,0,0,999,0.2,1,1,Haryana,Ambala,contract_breach,0
PID-56428,8,1,1,2,1,16.1,0.8,1,4,Rajasthan,Jaipur,rent_tenancy,1
PID-77810,8,2,0,0,1,16.7,0.8,1,2,West Bengal,Howrah,property_ownership,1
PID-57077,1,0,0,0,0,999,0.2,1,1,Maharashtra,Thane,money_loan,0
PID-61948,6,1,1,1,0,15.8,0.8,2,4,West Bengal,Kolkata,rent_tenancy,1
PID-37723,4,0,1,1,0,18.7,0.8,1,3,West Bengal,Siliguri,property_boundary,1
PID-81773,2,0,0,2,0,43.0,0.4,1,1,Haryana,Faridabad,consumer,0
PID-31883,3,1,0,0,0,47.0,0.6,1,1,Haryana,Gurugram,property_boundary,0
PID-76402,3,1,0,0,1,70.5,0.6,1,1,Bihar,Patna,property_ownership,0
PID-87244,8,1,1,3,0,14.6,1.0,1,3,Uttar Pradesh,Varanasi,property_boundary,1
PID-92325,4,0,0,1,0,13.3,0.6,3,4,Andhra Pradesh,Tirupati,neighbourhood,1
PID-80443,2,1,0,0,0,45.0,0.4,1,2,Haryana,Ambala,rent_tenancy,0
PID-73271,2,1,0,0,0,40.0,0.4,1,2,Gujarat,Ahmedabad,rent_tenancy,0
PID-76132,8,1,1,0,0,16.9,1.0,2,3,Madhya Pradesh,Bhopal,rent_tenancy,1
PID-61604,2,0,1,0,0,86.0,0.2,1,1,Rajasthan,Ajmer,property_boundary,0
PID-53560,8,3,2,0,0,8.9,1.0,2,5,Delhi,Central Delhi,rent_tenancy,1
PID-45669,8,4,1,1,1,9.9,1.0,4,6,Telangana,Karimnagar,property_ownership,1
PID-48475,2,0,1,0,0,69.0,0.2,1,1,Gujarat,Ahmedabad,property_boundary,0
PID-97304,3,0,0,0,1,86.5,0.4,1,1,Kerala,Thrissur,employment,0
PID-24611,2,0,0,0,0,73.0,0.2,1,1,Uttar Pradesh,Agra,property_boundary,0
PID-32351,1,0,0,1,0,999,0.2,1,1,Madhya Pradesh,Bhopal,consumer,0
PID-82373,1,1,0,0,0,999,0.2,1,1,Punjab,Patiala,rent_tenancy,0
PID-35413,2,1,0,1,0,61.0,0.4,1,1,Maharashtra,Nagpur,property_ownership,0
PID-83778,3,0,0,0,1,48.0,0.4,1,2,Haryana,Faridabad,neighbourhood,0
PID-55581,1,1,0,0,0,999,0.2,1,1,Tamil Nadu,Madurai,property_ownership,0
PID-62513,8,3,1,0,1,14.0,0.6,1,3,Kerala,Thiruvananthapuram,property_ownership,1
PID-44016,1,0,1,0,0,999,0.2,1,1,Gujarat,Rajkot,rent_tenancy,0
PID-90328,1,0,0,0,0,999,0.2,1,1,Rajasthan,Jodhpur,family_inheritance,0
PID-88091,2,2,0,0,0,47.0,0.2,1,1,Madhya Pradesh,Bhopal,rent_tenancy,0
PID-73443,4,1,1,0,0,18.0,0.8,1,3,Telangana,Khammam,property_boundary,1
PID-57643,1,0,0,0,0,999,0.2,1,1,Kerala,Kozhikode,rent_tenancy,0
PID-22851,2,0,0,0,0,61.0,0.4,1,1,Karnataka,Hubli-Dharwad,property_boundary,0
PID-48039,4,0,0,1,1,16.7,0.4,2,3,Telangana,Khammam,neighbourhood,1
PID-33298,3,0,1,0,0,69.0,0.4,1,1,Punjab,Chandigarh,property_boundary,0
PID-37042,1,0,0,0,0,999,0.2,1,1,Haryana,Ambala,employment,0
PID-82464,3,0,0,0,0,59.5,0.2,1,2,Punjab,Jalandhar,contract_breach,0
PID-19739,7,1,1,0,0,8.7,0.6,3,6,Gujarat,Vadodara,property_ownership,1
PID-19331,1,1,0,0,0,999,0.2,1,1,Uttar Pradesh,Varanasi,property_boundary,0
PID-81646,8,1,0,4,0,14.0,1.0,2,3,Haryana,Karnal,rent_tenancy,1
PID-41393,2,1,0,0,0,56.0,0.4,1,1,Karnataka,Belagavi,property_ownership,0
PID-25449,6,0,0,2,0,14.6,0.8,2,3,Tamil Nadu,Tiruchirappalli,other_civil,1
PID-37140,1,1,0,0,0,999,0.2,1,1,Karnataka,Belagavi,property_ownership,0
PID-68103,2,0,1,0,0,30.0,0.4,1,2,Delhi,Central Delhi,rent_tenancy,0
PID-15567,2,0,0,1,0,60.0,0.2,1,1,Andhra Pradesh,Tirupati,neighbourhood,0
PID-37876,3,0,0,0,1,11.0,0.4,1,3,Kerala,Kannur,rent_tenancy,1
PID-34385,4,1,0,0,0,17.0,0.8,2,4,Gujarat,Ahmedabad,rent_tenancy,1
PID-19429,5,1,0,0,0,9.2,0.8,2,4,Punjab,Amritsar,rent_tenancy,1
PID-95447,3,1,0,0,1,14.5,0.6,2,3,Punjab,Chandigarh,property_ownership,1
PID-59286,2,0,0,1,0,54.0,0.2,1,2,Rajasthan,Kota,other_civil,0
PID-82422,1,0,0,0,0,999,0.2,1,1,Rajasthan,Kota,property_boundary,0
PID-68187,3,0,0,0,1,9.5,0.6,2,3,Haryana,Faridabad,consumer,1
PID-17430,6,0,0,1,1,7.2,0.6,2,6,West Bengal,Asansol,other_civil,1
PID-74210,3,1,0,0,0,54.5,0.4,1,1,Punjab,Jalandhar,rent_tenancy,0
PID-54742,5,1,1,0,0,19.5,0.8,1,3,Delhi,Central Delhi,property_boundary,1
PID-28569,3,0,0,0,0,74.5,0.4,1,1,Madhya Pradesh,Jabalpur,consumer,0
PID-20644,3,0,1,0,0,19.5,0.6,2,3,Haryana,Gurugram,property_ownership,1
PID-86022,2,0,0,1,0,76.0,0.4,1,1,Bihar,Bhagalpur,consumer,0
PID-48149,1,0,0,1,0,999,0.2,1,1,Madhya Pradesh,Jabalpur,consumer,0
PID-58203,3,0,1,0,1,54.5,0.4,1,1,Haryana,Panipat,property_boundary,0
PID-77914,3,0,1,1,0,30.5,0.6,1,2,Delhi,South Delhi,property_ownership,0
PID-23446,3,1,0,1,0,15.5,0.6,1,3,Haryana,Ambala,property_ownership,1
PID-66505,2,0,0,0,0,52.0,0.4,1,1,Tamil Nadu,Salem,property_boundary,0
PID-27472,1,1,0,0,0,999,0.2,1,1,Haryana,Panipat,rent_tenancy,0
PID-70913,5,1,1,0,1,19.8,1.0,2,3,Maharashtra,Pune,property_ownership,1
PID-79595,2,0,0,0,1,64.0,0.4,1,1,Haryana,Ambala,consumer,0
PID-92634,1,0,1,0,0,999,0.2,1,1,Rajasthan,Udaipur,property_boundary,0
PID-84791,3,0,0,0,2,48.5,0.6,1,1,Gujarat,Gandhinagar,consumer,0
PID-67162,4,1,2,1,0,10.7,0.8,2,4,Telangana,Warangal,property_boundary,1
PID-39040,3,1,1,0,0,79.0,0.6,1,1,Rajasthan,Jaipur,property_ownership,0
PID-87281,3,2,0,0,0,44.5,0.4,1,1,Karnataka,Hubli-Dharwad,rent_tenancy,0
PID-44490,3,1,0,0,0,61.0,0.6,1,1,Gujarat,Vadodara,rent_tenancy,0
PID-42951,4,0,0,0,2,8.7,0.6,1,4,Uttar Pradesh,Agra,money_loan,1
PID-46848,8,2,0,0,3,15.1,0.8,1,5,Delhi,Central Delhi,property_boundary,1
PID-95955,5,1,1,1,0,12.8,0.8,3,4,Punjab,Chandigarh,rent_tenancy,1
PID-66067,3,0,0,0,1,60.5,0.6,1,2,Tamil Nadu,Coimbatore,property_ownership,0
PID-34047,1,0,0,0,1,999,0.2,1,1,Tamil Nadu,Salem,neighbourhood,0
PID-49537,3,2,0,0,0,69.0,0.4,1,1,Maharashtra,Mumbai,property_ownership,0
PID-46935,4,0,0,0,1,10.7,0.8,2,4,Haryana,Panipat,money_loan,1
PID-37550,2,1,1,0,0,38.0,0.4,1,1,Uttar Pradesh,Agra,property_ownership,0
PID-35099,1,0,0,0,0,999,0.2,1,1,Punjab,Chandigarh,family_inheritance,0
PID-82362,3,2,0,0,0,47.5,0.4,1,2,Maharashtra,Nashik,rent_tenancy,0
PID-22327,2,1,0,0,0,41.0,0.4,1,1,Punjab,Jalandhar,property_ownership,0
PID-74970,7,2,1,2,0,13.5,1.0,2,4,Andhra Pradesh,Visakhapatnam,rent_tenancy,1
PID-71644,2,1,0,0,0,48.0,0.4,1,1,Haryana,Faridabad,property_ownership,0
PID-27687,7,0,1,0,1,13.2,0.8,1,3,Maharashtra,Pune,property_boundary,1
PID-39659,1,0,0,0,1,999,0.2,1,1,Kerala,Kochi,other_civil,0
PID-39110,3,0,0,0,0,46.0,0.2,1,1,Maharashtra,Nagpur,neighbourhood,0
PID-38814,3,1,0,0,0,79.0,0.6,1,1,Haryana,Panipat,rent_tenancy,0
PID-37195,2,1,1,0,0,37.0,0.4,1,2,Punjab,Chandigarh,property_boundary,0
PID-47239,4,1,0,0,0,20.3,0.6,1,2,Maharashtra,Pune,property_boundary,1
PID-13525,8,2,2,0,1,15.3,0.8,2,4,Gujarat,Gandhinagar,property_boundary,1
PID-16278,1,0,0,0,0,999,0.2,1,1,Kerala,Kozhikode,property_ownership,0
PID-71396,3,1,1,0,1,65.0,0.6,1,1,Uttar Pradesh,Lucknow,property_ownership,0
PID-48376,1,0,0,0,0,999,0.2,1,1,Delhi,East Delhi,rent_tenancy,0
PID-94160,2,0,0,0,2,64.0,0.2,1,1,Madhya Pradesh,Gwalior,property_boundary,0
PID-46608,3,1,0,0,0,19.5,0.6,1,3,West Bengal,Asansol,property_ownership,1
PID-30017,7,1,0,2,2,12.8,0.8,1,4,Madhya Pradesh,Indore,property_ownership,1
PID-10698,7,0,0,2,1,14.3,0.8,1,3,Bihar,Darbhanga,consumer,1
PID-22831,2,1,0,0,0,89.0,0.4,1,1,Delhi,Central Delhi,property_boundary,0
PID-15474,3,0,0,0,1,63.5,0.6,1,1,Tamil Nadu,Salem,property_boundary,0
PID-28355,5,1,1,0,0,14.5,0.8,2,3,Gujarat,Rajkot,property_ownership,1
PID-79425,2,1,0,0,0,61.0,0.4,1,1,Maharashtra,Mumbai,rent_tenancy,0
PID-62654,6,1,0,1,2,9.4,0.8,2,4,Maharashtra,Pune,rent_tenancy,1
PID-96954,1,0,0,0,0,999,0.2,1,1,Bihar,Gaya,consumer,0
PID-23624,4,3,0,0,1,10.0,0.4,1,4,Rajasthan,Udaipur,rent_tenancy,1
PID-37397,3,1,0,0,0,56.0,0.6,1,2,Gujarat,Surat,rent_tenancy,0
PID-16156,2,1,0,0,0,50.0,0.4,1,1,Tamil Nadu,Chennai,rent_tenancy,0
PID-73065,1,0,0,0,0,999,0.2,1,1,Telangana,Warangal,consumer,0
PID-32891,1,0,0,1,0,999,0.2,1,1,West Bengal,Siliguri,other_civil,0
PID-54125,4,1,1,0,0,11.0,0.6,1,4,Delhi,East Delhi,property_boundary,1
PID-49318,3,0,0,1,1,17.5,0.2,2,3,Haryana,Panipat,other_civil,1
PID-18392,2,0,0,2,0,40.0,0.2,1,2,West Bengal,Howrah,consumer,0
PID-93684,2,0,0,0,0,41.0,0.4,1,1,Gujarat,Ahmedabad,contract_breach,0
PID-32185,2,0,0,0,1,34.0,0.4,1,2,Uttar Pradesh,Lucknow,money_loan,0
PID-72980,2,0,0,0,0,81.0,0.4,1,1,Gujarat,Gandhinagar,contract_breach,0
PID-73408,3,1,0,0,0,63.0,0.6,1,1,Tamil Nadu,Coimbatore,property_boundary,0
PID-29369,2,0,0,0,1,45.0,0.2,1,2,Delhi,West Delhi,money_loan,0
PID-98109,4,0,0,2,0,8.3,0.6,2,4,Maharashtra,Pune,other_civil,1
PID-54315,1,0,0,0,0,999,0.2,1,1,Andhra Pradesh,Nellore,contract_breach,0
PID-17457,2,0,1,0,0,78.0,0.2,1,1,Rajasthan,Udaipur,property_ownership,0
PID-36317,4,1,0,1,1,13.0,0.4,1,3,Haryana,Ambala,property_boundary,1
PID-12892,2,1,0,0,1,34.0,0.4,1,2,Telangana,Karimnagar,rent_tenancy,0
PID-55012,3,1,0,1,0,67.0,0.4,1,1,Madhya Pradesh,Ujjain,property_boundary,0
PID-31934,7,3,1,1,0,14.0,0.8,1,2,Punjab,Chandigarh,rent_tenancy,1
PID-36475,8,1,0,0,1,20.3,1.0,1,2,Punjab,Patiala,property_boundary,1
PID-51665,8,2,0,0,1,15.6,1.0,1,3,Maharashtra,Nashik,rent_tenancy,1
PID-91543,1,1,0,0,0,999,0.2,1,1,Gujarat,Rajkot,property_boundary,0
PID-19963,3,0,0,1,0,58.0,0.2,1,1,Rajasthan,Udaipur,neighbourhood,0
PID-88603,1,1,0,0,0,999,0.2,1,1,Rajasthan,Ajmer,property_boundary,0
PID-40843,1,0,0,0,0,999,0.2,1,1,Punjab,Jalandhar,property_ownership,0
PID-66527,2,0,0,0,0,54.0,0.2,1,1,Madhya Pradesh,Jabalpur,contract_breach,0
PID-83044,3,0,0,1,0,64.5,0.6,1,2,Kerala,Kochi,neighbourhood,0
PID-18117,3,1,0,0,0,63.0,0.6,1,1,Karnataka,Hubli-Dharwad,property_boundary,0
PID-23792,4,2,0,0,0,9.3,0.6,2,4,Uttar Pradesh,Kanpur,property_boundary,1
PID-99320,8,2,0,2,0,8.9,1.0,1,5,Delhi,South Delhi,property_boundary,1
PID-78012,6,1,0,0,2,16.8,1.0,2,4,Gujarat,Rajkot,property_ownership,1
PID-80464,5,1,0,1,1,16.0,0.8,1,3,Andhra Pradesh,Tirupati,property_ownership,1
PID-39189,2,0,0,0,0,30.0,0.2,1,2,Uttar Pradesh,Lucknow,neighbourhood,0
PID-68947,3,1,1,0,1,52.0,0.6,1,1,Punjab,Amritsar,rent_tenancy,0
PID-44899,6,3,1,0,1,9.0,0.6,3,6,Rajasthan,Jaipur,property_ownership,1
PID-34490,2,1,0,0,0,79.0,0.4,1,1,Delhi,East Delhi,rent_tenancy,0
PID-40574,1,0,0,0,0,999,0.2,1,1,Punjab,Amritsar,property_boundary,0
PID-96820,4,2,1,0,1,14.0,0.4,1,3,Kerala,Thiruvananthapuram,property_ownership,1
PID-40763,6,3,1,1,0,18.6,0.6,1,2,Delhi,East Delhi,property_boundary,1
PID-31286,5,0,0,1,1,20.5,0.4,1,3,Telangana,Khammam,neighbourhood,1
PID-34319,3,1,0,1,0,16.0,0.6,2,3,Andhra Pradesh,Tirupati,property_boundary,1
PID-76542,3,2,1,0,0,62.5,0.4,1,2,West Bengal,Howrah,property_ownership,0
PID-83434,3,1,0,0,1,53.0,0.6,1,1,Haryana,Gurugram,property_boundary,0
PID-30848,2,1,0,0,0,87.0,0.4,1,1,Tamil Nadu,Tiruchirappalli,property_ownership,0
PID-82386,3,1,0,2,0,56.0,0.6,1,1,Karnataka,Mysuru,property_ownership,0
PID-11862,2,0,0,0,1,75.0,0.4,1,1,Gujarat,Gandhinagar,property_ownership,0
PID-67517,3,1,1,0,1,78.0,0.6,1,1,West Bengal,Kolkata,property_ownership,0
PID-67788,2,1,0,0,0,65.0,0.4,1,1,West Bengal,Asansol,property_boundary,0
PID-17204,1,1,0,0,0,999,0.2,1,1,West Bengal,Howrah,rent_tenancy,0
PID-14887,4,2,1,0,0,16.0,0.6,2,4,Tamil Nadu,Coimbatore,rent_tenancy,1
PID-47649,5,2,0,0,0,9.2,0.6,1,3,Kerala,Kochi,rent_tenancy,1
PID-86206,2,1,0,0,0,52.0,0.4,1,1,Maharashtra,Mumbai,property_ownership,0
PID-47431,8,0,2,1,2,13.7,0.8,1,4,Delhi,West Delhi,property_ownership,1
